postId,skills,Job Title,rowType
4005," PMP, Metrics, Project Management, Project Operations, Scrum Master, QMS, Agile, CMMI, CSM, ITIL",Project Manager-IT/Software,Train
4006,"inter, vat, excise, accounts, tally erp 9, taxation",Accounts Executive/Accountant,Train
4007," Cost reduction, Budgeting, Management, Cost",Project Manager-IT/Software,Train
4008," visualforce, SFDC, SFDC Developer, Architecture, implementation, triggers, Apex, customisation",Software Developer,Train
4009," Training, Sales strategy, Sales, Sales Representative, Compliance, Banking, Sales Executive, Management, Budgeting, Monitoring",Sales/Business Development Manager,Train
4010," MIS, Forecasting, Excel, Presentation Skills, coordinating skills",Data Analyst,Train
4011," IT Recruitment, Smart Worker",Recruitment Executive,Train
4012," IT services, Consulting, CRM, Career development, SAN, Due diligence, Analytical, Social media, Outsourcing, Technical support",Technical Architect,Train
4013," system administration, active directory, configuration, dns, troubleshooting, windows server, ids, provisioning, network administration, mcse",System Administrator,Train
4014," Customer Care Executive, Database, HR, Process management",Associate/Senior Associate -(NonTechnical),Train
4015," Relationship management, Root cause analysis, Service level, Process optimization, Tracking, Monitor, Analytical, Continuous improvement, Operations, Analytics",Assistant Manager/Manager-(Technical),Train
4017," marketing executive, distributors, customer profiling, sales strategy, market research, Business Development, sales executive, sales",Sales/Business Development Manager,Train
4018,"Sales, Sales Planning, Government Sales, Corporate Sales, B2B Sales",Sales Executive/Officer,Train
4019, Hybris,Software Developer,Train
4020," Project management, Agile, CMMI, Mentor, Metrics analysis, Quality system implementation, Process implementation, Auditing",Quality Assurance/Quality Control Manager,Train
4021," Backend, jQuery, MySQL, Javascript, Database, PHP, Ajax",Software Developer,Train
4022,"Outsourcing,Operations,Agile,Functional testing,Test planning,Testing,Manual,development testing,Scripting,High level design",Testing Engineer,Train
4023,"Sketchup, Design, Visualiser, 3D, Architecture, AutoCAD, Rendering, VRAY",Outside Consultant,Train
4024," Service tax, Business consulting, Excise, Contract staffing, Appeals, Indirect taxation, Advisory, Monitoring, VAT Audit",HR Executive,Train
4025," Service delivery, Consulting, Machine learning, Computer application, Business management, Data analytics, Strategic leadership, Stakeholder management, Statistics, Analytics",Head/VP/GM-Technology(IT)/CTO,Train
4026," IT services, ERP, Excel, Financial analysis, Process improvement, Analytical, Customer service, Operations, Technical support, Balance Sheet",Financial Analyst,Train
4027," hindi, english, voice process, BPO, Domestic BPO, Gujarati, Marathi, Voice Support, Customer Support",Associate/Senior Associate -(NonTechnical),Train
4028," Associate Director, Pharma, Hospitality, ITES, Risk management, Financial analysis, Financial services, Management Associate, financial due diligence, Transaction services",Associate/Senior Associate -(Technical),Train
4029," vat return, logistics management, iso, purchase planning, material planning, commercial executive, sales tax return, bcom, bsc, material management, supply chain management, audit, purchase executive",Purchase Executive,Train
4030," Financial Sector, Customer Relationship, Financial Services, Banker, Accounting, Finance, Relationship Management, Banking",Accounts Executive/Accountant,Train
4031,"Outbound sales, B2B Sales, Sales Associate, Customer service, Business Executive",Associate/Senior Associate -(NonTechnical),Train
4032,"documentation, php, mysql, com, btech, html5, facebook, linkedin, javascript, computer science, application, developer, social media, programming",Software Developer,Train
4033," Marketing, Product Management, Category Management",Product/Brand Manager,Train
4034," MVC, Javascript, .Net, Hiring, Interviewing, Talent Acquisition, MVC Architecture, ASP.Net MVC, Angularjs, c#, .NET Framework, Software Developer, software engineer, Windows Forms",Software Developer,Train
4035," Java, Data Structure, Algorithm, MySQL, SQL, NoSQL, Redis",Software Developer,Train
4036," qs, billing, Contractor Billing",Corporate Planning/Strategy Manager,Train
4037," Core Java, Views, Web technologies, UI, Support, XML, Service, Map, SQL, Android",Sales Executive/Officer,Train
4039," cloud, virtualization, saas, paas, cloud computing",Webmaster,Train
4040,"Unix shell scripting, Business process, Outsourcing, splunk, Operations, J2Ee, Administration, Cloud",Software Developer,Train
4041," Fabrication, Machinery, Automobile, Inventory",Store Keeper/Warehouse Assistant,Train
4042," SAT, Access Control, Bosch",Project Manager-Telecom,Train
4043," bpo, international voice process, captive unit, International Call Center, international bpo, voice process, inbound, customer care, customer service, customer service executive, cse, csr, amex, hcl, wipro, accenture, capgemini, wns, ibm, dell",Associate/Senior Associate -(NonTechnical),Train
4045," cutting tools, lathe, solid works, production, machining process, cnc machines, preventive maintenance, cnc milling, master cam",Product Development Executive,Train
4047," C#, TFS, SQL Server, Visual Studio, asp . net, ASP.Net MVC, SQL, ADO.Net, XML, Asp Net, .Net, ASP.Net, WCF, Web Services",Software Developer,Train
4048," Business development management, Assistant Director",Sales Promotion Manager,Train
4049," Computer science, User research, UI, User interface designing, Business Analyst, Interaction design, Mathematics, Usability testing, Visual Design, Testing",System Analyst,Train
4051," Web services, XML, SDLC, Code review, Performance tuning, cmod, Bapi, WebDynPro, Software development life cycle, ALE",Software Developer,Train
4052,"Hibernate, development, technical, Web development, HTML, quality, spring, Core Java, java, UML, web, design, Javascript, j2ee, JPA, Agile methodology, MVC, agile, EJB, support, soap, applications",Software Developer,Train
4053," Project management, Computer science, Analytical, Artificial Intelligence, Product planning, Drilling, Software product management, SOA, Technical architecture, Application software",Product Manager,Train
4055," call center, customer care, inbound, calling, domestic, executive, customer service, customer support, bpo, kpo, cce, voice process, domestic voice process, fresher",Telecalling/Telemarketing Executive,Train
4056," NLP, Artificial Intelligence, Solution Design, Machine Learning, Solution Architect, Deep Learning, CTO",Solution Architect / Enterprise Architect,Train
4057,"Statutory Audit, Audit, Assurance, GAAP, Big4, CA",Audit Manager,Train
4058," Supply chain management, Team management, User interface designing, Project management, mobile architecture, Architectural design, Android SDK, Open source, Android",Team Lead/Technical Lead,Train
4060," Graphics, Digital painting, Image Editor",Graphic Designer,Train
4061," Cold calling, Account management, Sales process, CVS, IT sales, IT Sales Executive, Hardware networking, Technical support, IT hardware, Management",Sales/Business Development Manager,Train
4063," Javascript, User Experience, Front End, Usability, MVC Framework, AngularJS, Git, MongoDB, Product Development, Design, Solutions, mean stack",Software Developer,Train
4064,"Fabrication, 3D, AutoCAD, Sheet metal, Mechanical, Plant layout",Design Engineer,Train
4065," Hibernate, Spring, Core Java, Rest, Elastic Search",Team Lead/Technical Lead,Train
4066," Performance tuning, Testing tools, Agile, HTTP, Test cases, Risk management, MS Office, JIRA, Ajax, Salesforce",Testing Engineer,Train
4067," Administration, HR Administrator, Education, Software, Management, Software services, Monitoring, Administrator Work, Recruitment, admin executive",Executive/ Sr Executive - Administration,Train
4068," Sales, Business Development, Payment Collection, Bidding, Revenue Collection, Customer Focus, Technical Support",Sales Executive/Officer,Train
4069," stock inventory, purchase, receiving, issue, store keeping, stores, store, fifo, food, supervisor, beverage, hotel, restaurant, hospitality, multiplex",Store Keeper/Warehouse Assistant,Train
4070," RTOS, Process automation, UML, OOAD, Firmware development, Electronics, Instrumentation, Scrum, New product development, Electricals",Software Developer,Train
4071," Javascript, Photoshop, XHTML, Application development, Illustrator, Web technologies, Service quality, Business Executive, E-commerce, Management",Graphic/Web Designer,Train
4072," Project Management, Construction Management, Program Management, Residential, Architecture, Building Construction, Interior Designing, Quality Standards, Customer Satisfaction, Interpersonal Communication",Project Manager-IT/Software,Train
4074," Application Development, ASP.Net, .Net",Software Developer,Train
4075," sales management, competitor analysis, relationship management, negotiation skills, it sales, cross selling, new business development, sales support",Sales/Business Development Manager,Train
4076," Tally, SAN, TDS, Payroll, Excise, French, VAT, Territory Executive, Management, MS Office",Audit Manager,Train
4077," Product management, Computer science, SOA, Project management, Analytical, Software product development, Scrum, Business strategy, SDLC",Product Manager,Train
4078," Sales, Store Management",Retail Store Manager,Train
4079," molecular biology, chemistry, biotechnology, bhms, biology, Physiotherapy, microbiology, nursing, biomedical, Physics, medical coding, biochemistry, pharmacy, Ophthalmology, micro biology, Bioinformatics, zoology, biotech",Trainee,Train
